Large Bright Peak,348,21,37,33,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Large Bright Trough,253,0,36,33,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Large Bright Peak,303,205,36,36,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Large Bright Peak,17,152,40,42,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,468,51,22,22,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,161,28,15,14,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,18,77,17,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,259,95,11,12,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,85,156,13,13,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,88,216,18,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,45,0,14,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,74,28,15,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,6,84,16,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,143,219,13,13,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,303,306,20,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
WSe2 Atoms,420,79,30,30,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,38,353,17,13,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,457,277,15,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,99,35,15,14,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,39,15,16,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,160,125,19,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,118,83,19,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,437,195,24,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,441,257,17,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,298,260,22,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,106,189,19,22,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,177,5,19,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,295,37,17,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,145,70,19,20,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,463,182,26,23,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,93,10,26,24,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,368,71,24,20,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,336,3,19,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,345,185,31,28,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,449,164,23,25,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,163,233,22,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,89,241,23,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,138,101,20,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,188,85,21,27,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,225,82,19,17,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,323,95,22,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,172,158,19,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,184,191,20,21,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,464,226,19,20,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,104,293,24,22,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,125,24,21,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,127,60,17,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,276,113,18,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,465,347,16,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,491,347,17,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,488,132,19,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,25,277,21,22,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,47,221,19,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Dim Trough,69,259,16,18,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,225,221,23,23,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,392,296,15,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,189,143,21,26,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,6,9,13,16,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,289,237,22,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,316,381,25,19,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Small Bright Trough,31,492,22,15,WSe2-SL445_211118_-1.4V_100x100_Z_030.jpg,512,512
Large Bright Peak,166,890,60,76,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Large Bright Peak,604,739,67,79,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Large Bright Trough,384,247,78,70,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,10,50,29,29,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,212,185,28,25,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,104,240,22,21,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,154,239,26,24,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,346,175,27,22,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,454,170,26,22,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,522,100,22,18,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,530,61,23,22,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,549,34,24,19,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,521,186,42,38,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,826,161,30,26,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,852,196,25,28,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,986,189,31,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,674,134,30,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,666,100,40,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,627,0,31,26,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,616,574,32,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,882,674,32,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,734,733,34,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,922,818,28,29,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,559,836,34,29,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,525,807,33,39,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,287,796,34,32,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,194,782,33,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,20,802,26,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,459,981,63,43,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,257,978,63,46,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,742,926,30,32,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,736,866,39,34,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,827,872,39,42,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,217,479,31,31,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,395,535,37,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,665,412,34,33,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,766,484,30,38,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,822,534,36,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,78,490,34,33,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,82,0,35,13,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,737,55,37,28,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,259,369,31,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,882,493,25,27,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,894,473,26,26,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,942,598,40,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,906,222,33,33,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,582,38,28,32,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,763,83,34,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,902,103,36,30,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,497,719,24,28,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Dim Trough,145,806,39,46,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,818,459,41,40,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,377,723,42,48,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,107,839,28,46,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,328,829,37,38,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,84,762,33,35,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,412,855,37,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,924,421,41,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,722,470,31,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,838,625,35,31,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,893,742,45,45,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,934,718,42,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,119,558,42,41,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,124,507,44,38,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,224,451,35,36,WSe2-SL445_211118_-1.4V_100x100_Z_031.jpg,1024,1024
Small Bright Trough,323,614,41,36,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,892,589,31,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,856,575,27,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,782,563,33,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,579,585,32,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,485,698,28,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,594,716,36,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,509,737,31,29,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,389,652,27,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,664,521,36,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,764,635,29,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,699,691,32,28,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,728,701,38,37,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,832,691,19,23,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,849,698,27,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,822,713,31,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,945,705,24,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,637,801,28,24,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,6,803,27,24,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,29,709,37,29,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,160,518,37,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Dim Peak,137,557,45,40,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,564,539,20,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,739,516,29,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,891,271,37,41,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,852,306,37,38,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,576,284,37,41,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,660,421,42,42,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,736,429,46,44,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,155,411,52,47,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,479,79,45,46,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,498,3,36,47,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,700,104,33,31,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,730,74,29,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,822,61,32,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,940,64,33,45,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,590,50,37,32,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,32,68,36,37,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,556,390,38,38,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,758,196,41,41,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,410,950,54,33,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,708,928,27,24,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
Small Bright Trough,835,890,26,27,WSe2-SL445_211118_-1.4V_100x100_Z_032.jpg,1024,1024
